,PlatformWorkedWith,Windows,iOS,AWS,Docker,Linux,MacOS,Android,WordPress,Raspberry Pi,Heroku,Google Cloud Platform,Kubernetes,Arduino,Slack Apps and Integrations,Microsoft Azure,IBM Cloud or Watson
52405,AWS;Google Cloud Platform;Linux;MacOS,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
52406,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
52407,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52408,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52409,AWS;Docker;Google Cloud Platform;Kubernetes;MacOS,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
52410,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52411,Android;AWS;Docker;Kubernetes;Linux;Windows,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
52412,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52413,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52414,Linux;MacOS;Microsoft Azure;WordPress,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
52415,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52417,Android;MacOS;Windows,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52418,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
52419,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52420,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52421,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52422,Arduino;Heroku;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;WordPress,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0
52423,Linux;Slack Apps and Integrations,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52424,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52425,MacOS;Raspberry Pi;WordPress,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
52426,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52427,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52428,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52429,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52430,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
52431,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52432,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52433,iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
52434,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52435,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52436,AWS;Linux;MacOS,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
52437,Docker;Heroku;Linux;MacOS;Raspberry Pi;Windows,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
52438,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52439,Android;Arduino;Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
52440,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations;Windows,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
52441,Heroku;iOS;Raspberry Pi;Slack Apps and Integrations,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
52442,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52443,AWS;Linux;Microsoft Azure;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
52444,Android;Linux,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52445,AWS;Docker;Kubernetes;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
52446,Arduino;Heroku;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
52447,AWS;Docker;Kubernetes;MacOS;Slack Apps and Integrations,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
52448,Heroku;Linux,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52449,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52450,Android;Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
52451,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52452,Docker;Linux;MacOS;Slack Apps and Integrations,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
52453,Arduino;AWS,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52454,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0
52455,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52456,AWS;Google Cloud Platform;Linux;MacOS,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
52457,AWS;Heroku;Linux,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
52458,Android;Docker;Heroku;Kubernetes;Linux;MacOS,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
52459,Docker;Microsoft Azure;Raspberry Pi,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
52460,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52461,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52462,Docker;Google Cloud Platform;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
52463,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52464,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52465,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52466,AWS;MacOS;Windows,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52467,Arduino;AWS;Docker;Google Cloud Platform;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
52468,iOS;Linux;MacOS;Windows,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52469,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52470,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52471,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52472,AWS;Docker;Heroku;Slack Apps and Integrations,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
52473,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52474,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52475,Microsoft Azure;Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52477,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52478,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52480,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52481,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52482,iOS;MacOS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52483,Android;Arduino;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
52484,AWS;Docker;Linux;Microsoft Azure;Slack Apps and Integrations;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
52485,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52486,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52487,Docker;Kubernetes;MacOS;WordPress,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
52488,iOS;MacOS;Windows,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52489,Docker;Google Cloud Platform;Kubernetes;MacOS;Slack Apps and Integrations,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
52490,Docker;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
52491,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52492,Android;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
52493,Arduino;AWS;Docker;Heroku;iOS;Linux;MacOS;Raspberry Pi;WordPress,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
52494,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
52495,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52496,Arduino;iOS;Linux;Raspberry Pi,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
52497,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52498,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52499,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52500,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
52501,AWS;MacOS;Windows,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52502,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52503,Google Cloud Platform;iOS;Linux;Windows;WordPress,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
52504,Docker;Kubernetes;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
52505,Android;Arduino;Docker;iOS;Linux;Microsoft Azure;Raspberry Pi;Windows,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
52506,Heroku;Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
52507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52508,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52509,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52510,Android;AWS;Google Cloud Platform;iOS;Linux;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0
52511,AWS;Docker;Google Cloud Platform;MacOS,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
52512,Arduino;AWS;Docker;Kubernetes;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0
52513,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52514,AWS;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
52515,AWS;Google Cloud Platform;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;WordPress,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0
52516,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52517,Linux;Windows;WordPress,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
52518,Android;iOS;WordPress,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52519,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52520,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
52521,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52522,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52523,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52524,Arduino;AWS;Windows;WordPress,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52525,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52526,Android;Microsoft Azure;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52527,Heroku;Linux;Microsoft Azure;Windows;WordPress,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
52528,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52529,Docker;Kubernetes;MacOS;Raspberry Pi,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
52530,Android;Arduino;WordPress,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
52531,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52532,Android;AWS;Docker;MacOS;Microsoft Azure;Windows,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
52533,Android;AWS;Docker;Google Cloud Platform;IBM Cloud or Watson;iOS;Linux;MacOS;Microsoft Azure;Windows;WordPress,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
52534,Android;AWS;iOS;Windows,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52535,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
52536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52537,Android;Arduino;iOS;Linux;MacOS;Raspberry Pi;Windows,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
52538,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52539,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52540,AWS;Docker;Heroku;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0
52541,Arduino;Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
52542,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52543,Google Cloud Platform;MacOS;Windows,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
52544,Arduino;Docker;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
52545,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52546,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
52547,Android;Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Windows;WordPress,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
52548,Linux;Microsoft Azure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52549,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52550,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52551,Docker;Google Cloud Platform;Heroku;Kubernetes;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
52552,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52553,Arduino;AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
52554,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52555,Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Raspberry Pi;Windows;WordPress,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
52556,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
52557,Android;Docker;Heroku;Linux;Raspberry Pi,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
52558,Heroku;MacOS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
52559,AWS;MacOS;Slack Apps and Integrations,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
52560,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52561,AWS;iOS;Raspberry Pi;Windows,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52562,Docker;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
52563,AWS;Docker;Google Cloud Platform;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
52564,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0
52565,AWS;Linux;Microsoft Azure;Windows;WordPress,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
52566,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52567,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52568,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52569,Google Cloud Platform;Windows,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52570,Android;Docker;Google Cloud Platform;iOS,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
52571,Docker;Kubernetes;MacOS;Microsoft Azure,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
52572,Android;Heroku;iOS,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
52573,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52574,Arduino;MacOS,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
52575,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52576,Android;iOS;MacOS,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52577,AWS;Docker;Google Cloud Platform;Heroku;Linux;Raspberry Pi;Slack Apps and Integrations,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
52578,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52579,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52580,Google Cloud Platform;Linux;Microsoft Azure;Windows;WordPress,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
52581,AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
52582,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52583,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52584,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52585,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52586,Arduino;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52587,AWS;Docker;MacOS;Slack Apps and Integrations,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
52588,Heroku;MacOS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
52589,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52590,Heroku;Microsoft Azure;Windows;WordPress,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
52591,Kubernetes;Microsoft Azure;WordPress,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
52592,Android;Arduino;Docker;Linux;Windows;WordPress,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
52593,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52594,Android;iOS;MacOS,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52595,Android;Raspberry Pi;Windows,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
52596,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52598,Android;Arduino;AWS;Docker;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
52599,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52600,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52601,Docker;Kubernetes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52602,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52603,Heroku;Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
52604,AWS;Docker;Google Cloud Platform;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
52605,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52607,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS;Slack Apps and Integrations;WordPress,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0
52608,Docker;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
52609,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52610,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52611,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52612,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52613,AWS;Docker,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52614,Android;Raspberry Pi,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
52615,iOS;Linux;MacOS;Windows,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52616,Heroku;Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
52617,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
52618,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52619,AWS;Docker;Kubernetes;Linux;Slack Apps and Integrations;Windows,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
52620,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52621,MacOS;Microsoft Azure;Windows;WordPress,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
52622,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52623,MacOS;Raspberry Pi;Windows;WordPress,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
52624,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52625,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52626,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52627,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52628,Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;WordPress,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
52629,AWS;iOS;Linux;MacOS;Raspberry Pi,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
52630,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52631,Docker;Microsoft Azure;Raspberry Pi;Windows,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
52632,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52633,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52634,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52635,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52636,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52637,Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
52638,iOS;Linux,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52639,Docker;Google Cloud Platform;IBM Cloud or Watson;Kubernetes;MacOS,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
52640,Linux;Microsoft Azure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52641,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
52642,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Raspberry Pi;Windows;WordPress,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
52643,AWS;Docker;Google Cloud Platform;Linux;MacOS;Raspberry Pi,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
52644,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52645,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52647,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52648,Docker;Linux;Raspberry Pi,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
52649,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52650,Heroku;MacOS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
52651,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52652,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52653,Docker;Google Cloud Platform;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
52654,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52655,AWS;Docker;Kubernetes;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
52656,Android;Docker;Kubernetes;Microsoft Azure;Windows,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
52657,Heroku;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
52658,Microsoft Azure;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
52659,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
52660,Android;Windows,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52661,Docker;Google Cloud Platform;Heroku;MacOS;Windows,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
52662,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52663,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52664,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52665,Android;iOS;WordPress,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52666,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
52667,Linux;MacOS;Windows;WordPress,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
52668,Android;iOS;Linux;MacOS;Windows;WordPress,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
