,DatabaseWorkedWith,Elasticsearch,Microsoft SQL Server,Oracle,MySQL,PostgreSQL,Redis,SQLite,MariaDB,Firebase,MongoDB,IBM DB2,DynamoDB,Cassandra,Couchbase
29593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29594,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29595,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29596,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29597,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29598,MongoDB;SQLite,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29599,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,1,0,0,0,0,0,0
29600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29602,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,1,0,0,0,0,0,0
29603,Microsoft SQL Server;MongoDB;PostgreSQL,0,1,0,0,1,0,0,0,0,1,0,0,0,0
29604,Microsoft SQL Server;Oracle;SQLite,0,1,1,0,0,0,1,0,0,0,0,0,0,0
29605,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29606,Elasticsearch;Oracle;SQLite,1,0,1,0,0,0,1,0,0,0,0,0,0,0
29607,Cassandra;Elasticsearch;Oracle;PostgreSQL;Redis,1,0,1,0,1,1,0,0,0,0,0,0,1,0
29608,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29609,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29610,Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,0,0,0,0,0
29611,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
29612,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29613,Elasticsearch;MySQL;PostgreSQL;SQLite,1,0,0,1,1,0,1,0,0,0,0,0,0,0
29614,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29615,Firebase;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,0,0,0,0,0
29616,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29617,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29620,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29621,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29622,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29623,Microsoft SQL Server;Oracle;PostgreSQL,0,1,1,0,1,0,0,0,0,0,0,0,0,0
29624,Cassandra;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,0,0,0,1,0
29625,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29628,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
29629,Cassandra;Elasticsearch;PostgreSQL,1,0,0,0,1,0,0,0,0,0,0,0,1,0
29630,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29631,Elasticsearch;MariaDB;MySQL;PostgreSQL,1,0,0,1,1,0,0,1,0,0,0,0,0,0
29632,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29633,Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,0,1,0,1,1,1,0,0,1,1,0,0,0,0
29634,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29635,Elasticsearch,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29636,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29637,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29638,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29639,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29640,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29641,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29642,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29643,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29644,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29647,Firebase;MongoDB,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29649,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29650,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29651,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29652,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29653,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29654,Microsoft SQL Server;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,0,0,0,0,0
29655,MariaDB;Redis;SQLite,0,0,0,0,0,1,1,1,0,0,0,0,0,0
29656,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29657,Firebase;Microsoft SQL Server;PostgreSQL;Redis;SQLite,0,1,0,0,1,1,1,0,1,0,0,0,0,0
29658,Firebase;Microsoft SQL Server,0,1,0,0,0,0,0,0,1,0,0,0,0,0
29659,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,1,1,1,1,1,0,0,0,0,1,0,1,0,0
29660,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,0,1,1,1,1,0,1,0,0,1,0,0,0,0
29661,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29662,Cassandra;MySQL,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29663,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29664,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29665,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29666,DynamoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,0,1,0,1,1,1,1,0,0,0,0,1,0,0
29667,Microsoft SQL Server;Oracle;SQLite,0,1,1,0,0,0,1,0,0,0,0,0,0,0
29668,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29669,Microsoft SQL Server;MongoDB;SQLite,0,1,0,0,0,0,1,0,0,1,0,0,0,0
29670,MariaDB;MongoDB;PostgreSQL,0,0,0,0,1,0,0,1,0,1,0,0,0,0
29671,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29672,Microsoft SQL Server;MongoDB,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29673,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29674,DynamoDB;MySQL,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29675,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,0,1,1,1,1,0,1,1,0,0,0,0,0,0
29676,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29677,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29678,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29679,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29680,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29681,Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,0,0,0
29682,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29683,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29684,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29685,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29686,DynamoDB;Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,1,0,0
29687,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29688,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29689,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29690,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29691,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29692,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29693,Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29694,Elasticsearch;Redis,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29695,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
29696,Cassandra;Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,0,1,0
29697,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29698,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29699,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29700,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29701,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29702,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29703,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29704,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29705,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29706,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29707,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29708,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29709,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29710,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29711,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29712,MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,0,0,0,0,0
29713,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29714,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29715,Elasticsearch;Firebase;MySQL;PostgreSQL;Redis;SQLite,1,0,0,1,1,1,1,0,1,0,0,0,0,0
29716,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29717,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29718,Firebase;MongoDB;PostgreSQL;Redis,0,0,0,0,1,1,0,0,1,1,0,0,0,0
29719,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29720,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29721,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29722,MariaDB;Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,1,0,0,0,0,0,0
29723,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,1,1,1,1,1,1,0,0,1,0,0,0,0
29724,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29725,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29726,Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,1,1,1,1,1,1,1,1,0,1,0,0,1,0
29727,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29728,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29729,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29730,MongoDB;MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,1,0,0,0,0
29731,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29732,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29733,Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Redis,1,1,0,1,0,1,0,0,0,1,0,0,0,0
29734,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29735,Firebase;MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,1,1,0,0,0,0
29736,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29737,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
29738,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29739,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29740,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29741,Firebase;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,1,0,0,0,0,0
29742,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29743,Couchbase;MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29744,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29745,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29746,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29747,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29748,MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,1,0,1,0,0,0,0
29749,Firebase;PostgreSQL,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29750,Elasticsearch;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,0,0,0,0,0
29751,DynamoDB;MariaDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,0,0,1,0,0
29752,Couchbase;MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29753,MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,1,0,0,0,0
29754,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29755,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29756,Microsoft SQL Server;MongoDB;Oracle,0,1,1,0,0,0,0,0,0,1,0,0,0,0
29757,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29758,Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29759,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29760,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29761,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29762,Firebase;MariaDB;MySQL;Redis,0,0,0,1,0,1,0,1,1,0,0,0,0,0
29763,MariaDB;PostgreSQL,0,0,0,0,1,0,0,1,0,0,0,0,0,0
29764,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,1,0,0,0,0
29765,Firebase;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,1,0,0,0,0,0
29766,MariaDB;PostgreSQL,0,0,0,0,1,0,0,1,0,0,0,0,0,0
29767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29768,MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,0,0,0,0,0
29769,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29770,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29771,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29772,MariaDB;MongoDB;PostgreSQL;SQLite,0,0,0,0,1,0,1,1,0,1,0,0,0,0
29773,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29774,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29775,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29776,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29777,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29778,Couchbase;Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29779,MariaDB;MySQL;Oracle;PostgreSQL;Redis,0,0,1,1,1,1,0,1,0,0,0,0,0,0
29780,Elasticsearch;Microsoft SQL Server;MongoDB;Redis,1,1,0,0,0,1,0,0,0,1,0,0,0,0
29781,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29782,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29783,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,1,1,0,1,1,0,0,0,0,0,0,0,0,0
29784,DynamoDB;Elasticsearch;MySQL,1,0,0,1,0,0,0,0,0,0,0,1,0,0
29785,DynamoDB;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,1,1,1,0,1,0,0
29786,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,0,1,1,1,1,1,0,1,0,0,0,0,0,0
29787,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29788,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29789,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29790,Microsoft SQL Server;MongoDB;PostgreSQL,0,1,0,0,1,0,0,0,0,1,0,0,0,0
29791,MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,1,0,0,0,0
29792,Firebase;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,0,0,0,0,0
29793,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29794,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29795,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29796,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29797,Firebase;Microsoft SQL Server;PostgreSQL;Redis,0,1,0,0,1,1,0,0,1,0,0,0,0,0
29798,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29799,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29800,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
29801,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29802,MariaDB;MongoDB;MySQL,0,0,0,1,0,0,0,1,0,1,0,0,0,0
29803,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29804,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29805,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29806,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,1,0,1,1,1,1,0,0,1,0,0,0,0
29807,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29808,Microsoft SQL Server;Oracle;PostgreSQL,0,1,1,0,1,0,0,0,0,0,0,0,0,0
29809,Firebase;MariaDB;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,1,1,0,0,0,0,0
29810,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,1,0,0,1,1,0,1,1,0,1,0,0,0,0
29811,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29812,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29813,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29814,Firebase;MySQL;Redis;SQLite,0,0,0,1,0,1,1,0,1,0,0,0,0,0
29815,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29816,PostgreSQL;Redis;SQLite,0,0,0,0,1,1,1,0,0,0,0,0,0,0
29817,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29818,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29819,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29820,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29821,Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,0,1,0,0,0,0
29822,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29823,Microsoft SQL Server;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,0,0,0,0,0
29824,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29826,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29827,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
29828,MySQL;Oracle;Redis,0,0,1,1,0,1,0,0,0,0,0,0,0,0
29829,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29830,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29831,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
29832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29833,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,1,0,1,0,0,0,0
29834,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29835,DynamoDB,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29836,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29837,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29838,DynamoDB;Elasticsearch;PostgreSQL;Redis;SQLite,1,0,0,0,1,1,1,0,0,0,0,1,0,0
29839,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29840,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29841,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29842,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,1,0,0,0,0
29843,DynamoDB;Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,1,0,0
29844,DynamoDB;MariaDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,1,0,0,0,1,0,0
29845,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29846,MongoDB;PostgreSQL,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29847,Firebase;Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,1,0,0,0,0,0
29848,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29849,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
29850,Cassandra;PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,1,0
29851,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29852,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29853,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29854,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29855,Oracle;PostgreSQL;SQLite,0,0,1,0,1,0,1,0,0,0,0,0,0,0
29856,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29857,Firebase;Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,1,0,0,0,0,0
29858,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29859,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29860,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29861,MariaDB;PostgreSQL;Redis,0,0,0,0,1,1,0,1,0,0,0,0,0,0
29862,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29863,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29864,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29865,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29866,Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29867,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29868,Firebase;MongoDB;MySQL,0,0,0,1,0,0,0,0,1,1,0,0,0,0
29869,MariaDB;SQLite,0,0,0,0,0,0,1,1,0,0,0,0,0,0
29870,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
29871,Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,1,1,0,1,1,1,1,1,1,0,0,0,0,0
29872,Elasticsearch;Microsoft SQL Server;MongoDB;Oracle;Redis;SQLite,1,1,1,0,0,1,1,0,0,1,0,0,0,0
29873,MariaDB;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,1,0,1,0,0,0,0
29874,Cassandra;Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,1,0,0,0,1,1,1,1,0,1,0,0,1,0
29875,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29876,Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,0,1,1,0,0,0,0
29877,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29878,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29879,DynamoDB;MariaDB;MySQL;Oracle;Redis,0,0,1,1,0,1,0,1,0,0,0,1,0,0
29880,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
29881,Cassandra;PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29882,Couchbase;DynamoDB;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,1,1,1,0,1,0,1
29883,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29884,DynamoDB;Firebase;MariaDB;PostgreSQL;Redis;SQLite,0,0,0,0,1,1,1,1,1,0,0,1,0,0
29885,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29886,MariaDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,0,0,0,0,0
29887,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29888,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29889,MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,0,0,0,0,0
29890,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29891,DynamoDB;MongoDB;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,1,0,1,0,0
29892,Elasticsearch;MySQL;PostgreSQL,1,0,0,1,1,0,0,0,0,0,0,0,0,0
29893,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29894,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29895,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29896,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29897,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29898,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
29899,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29900,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29901,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
29902,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29903,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
